pokemon_identifier,stat_identifier,value
enamorus-incarnate-forme,defense,70
enamorus-incarnate-forme,sp-atk,135
enamorus-incarnate-forme,sp-def,80
enamorus-incarnate-forme,speed,106
enamorus-therian-forme,hp,74
enamorus-therian-forme,attack,115
enamorus-therian-forme,defense,110
enamorus-therian-forme,sp-atk,135
enamorus-therian-forme,sp-def,100
enamorus-therian-forme,speed,46
sprigatito,hp,40
sprigatito,attack,61
sprigatito,defense,54
sprigatito,sp-atk,45
sprigatito,sp-def,45
sprigatito,speed,65
floragato,hp,61
floragato,attack,80
floragato,defense,63
floragato,sp-atk,60
floragato,sp-def,63
floragato,speed,83
meowscarada,hp,76
meowscarada,attack,110
meowscarada,defense,70
meowscarada,sp-atk,81
meowscarada,sp-def,70
meowscarada,speed,123
fuecoco,hp,67
fuecoco,attack,45
fuecoco,defense,59
fuecoco,sp-atk,63
fuecoco,sp-def,40
fuecoco,speed,36
crocalor,hp,81
crocalor,attack,55
crocalor,defense,78
crocalor,sp-atk,90
crocalor,sp-def,58
crocalor,speed,49
skeledirge,hp,104
skeledirge,attack,75
skeledirge,defense,100
skeledirge,sp-atk,110
skeledirge,sp-def,75
skeledirge,speed,66
quaxly,hp,55
quaxly,attack,65
quaxly,defense,45
quaxly,sp-atk,50
quaxly,sp-def,45
quaxly,speed,50
quaxwell,hp,70
quaxwell,attack,85
quaxwell,defense,65
quaxwell,sp-atk,65
quaxwell,sp-def,60
quaxwell,speed,65
quaquaval,hp,85
quaquaval,attack,120
quaquaval,defense,80
quaquaval,sp-atk,85
quaquaval,sp-def,75
quaquaval,speed,85
lechonk,hp,54
lechonk,attack,45
lechonk,defense,40
lechonk,sp-atk,35
lechonk,sp-def,45
lechonk,speed,35
oinkologne-male,hp,110
oinkologne-male,attack,100
oinkologne-male,defense,75
oinkologne-male,sp-atk,59
oinkologne-male,sp-def,80
oinkologne-male,speed,65
oinkologne-female,hp,115
oinkologne-female,attack,90
oinkologne-female,defense,70
oinkologne-female,sp-atk,59
oinkologne-female,sp-def,90
oinkologne-female,speed,65
tarountula,hp,35
tarountula,attack,41
tarountula,defense,45
tarountula,sp-atk,29
tarountula,sp-def,40
tarountula,speed,20
spidops,hp,60
spidops,attack,79
spidops,defense,92
spidops,sp-atk,52
spidops,sp-def,86
spidops,speed,35
nymble,hp,33
nymble,attack,46
nymble,defense,40
nymble,sp-atk,21
nymble,sp-def,25
nymble,speed,45
lokix,hp,71
lokix,attack,102
lokix,defense,78
lokix,sp-atk,52
lokix,sp-def,55
lokix,speed,92
pawmi,hp,45
pawmi,attack,50
pawmi,defense,20
pawmi,sp-atk,40
pawmi,sp-def,25
pawmi,speed,60
pawmo,hp,60
pawmo,attack,75
pawmo,defense,40
pawmo,sp-atk,50
pawmo,sp-def,40
pawmo,speed,85
pawmot,hp,70
pawmot,attack,115
pawmot,defense,70
pawmot,sp-atk,70
pawmot,sp-def,60
pawmot,speed,105
tandemaus,hp,50
tandemaus,attack,50
tandemaus,defense,45
tandemaus,sp-atk,40
tandemaus,sp-def,45
tandemaus,speed,75
maushold-family-of-three,hp,74
maushold-family-of-three,attack,75
maushold-family-of-three,defense,70
maushold-family-of-three,sp-atk,65
maushold-family-of-three,sp-def,75
maushold-family-of-three,speed,111
maushold-family-of-four,hp,74
maushold-family-of-four,attack,75
maushold-family-of-four,defense,70
maushold-family-of-four,sp-atk,65
maushold-family-of-four,sp-def,75
maushold-family-of-four,speed,111
fidough,hp,37
fidough,attack,55
fidough,defense,70
fidough,sp-atk,30
fidough,sp-def,55
fidough,speed,65
dachsbun,hp,57
dachsbun,attack,80
dachsbun,defense,115
dachsbun,sp-atk,50
dachsbun,sp-def,80
dachsbun,speed,95
smoliv,hp,41
smoliv,attack,35
smoliv,defense,45
smoliv,sp-atk,58
smoliv,sp-def,51
smoliv,speed,30
dolliv,hp,52
dolliv,attack,53
dolliv,defense,60
dolliv,sp-atk,78
dolliv,sp-def,78
dolliv,speed,33
arboliva,hp,78
arboliva,attack,69
arboliva,defense,90
arboliva,sp-atk,125
arboliva,sp-def,109
arboliva,speed,39
squawkabilly-green-plumage,hp,82
squawkabilly-green-plumage,attack,96
squawkabilly-green-plumage,defense,51
squawkabilly-green-plumage,sp-atk,45
squawkabilly-green-plumage,sp-def,51
squawkabilly-green-plumage,speed,92
squawkabilly-blue-plumage,hp,82
squawkabilly-blue-plumage,attack,96
squawkabilly-blue-plumage,defense,51
squawkabilly-blue-plumage,sp-atk,45
squawkabilly-blue-plumage,sp-def,51
squawkabilly-blue-plumage,speed,92
squawkabilly-yellow-plumage,hp,82
squawkabilly-yellow-plumage,attack,96
squawkabilly-yellow-plumage,defense,51
squawkabilly-yellow-plumage,sp-atk,45
squawkabilly-yellow-plumage,sp-def,51
squawkabilly-yellow-plumage,speed,92
squawkabilly-white-plumage,hp,82
squawkabilly-white-plumage,attack,96
squawkabilly-white-plumage,defense,51
squawkabilly-white-plumage,sp-atk,45
squawkabilly-white-plumage,sp-def,51
squawkabilly-white-plumage,speed,92
nacli,hp,55
nacli,attack,55
nacli,defense,75
nacli,sp-atk,35
nacli,sp-def,35
nacli,speed,25
naclstack,hp,60
naclstack,attack,60
naclstack,defense,100
naclstack,sp-atk,35
naclstack,sp-def,65
naclstack,speed,35
garganacl,hp,100
garganacl,attack,100
garganacl,defense,130
garganacl,sp-atk,45
garganacl,sp-def,90
garganacl,speed,35
charcadet,hp,40
charcadet,attack,50
charcadet,defense,40
charcadet,sp-atk,50
charcadet,sp-def,40
charcadet,speed,35
armarouge,hp,85
armarouge,attack,60
armarouge,defense,100
armarouge,sp-atk,125
armarouge,sp-def,80
armarouge,speed,75
ceruledge,hp,75
ceruledge,attack,125
ceruledge,defense,80
ceruledge,sp-atk,60
ceruledge,sp-def,100
ceruledge,speed,85
tadbulb,hp,61
tadbulb,attack,31
tadbulb,defense,41
tadbulb,sp-atk,59
tadbulb,sp-def,35
tadbulb,speed,45
bellibolt,hp,109
bellibolt,attack,64
bellibolt,defense,91
bellibolt,sp-atk,103
bellibolt,sp-def,83
bellibolt,speed,45
wattrel,hp,40
wattrel,attack,40
wattrel,defense,35
wattrel,sp-atk,55
wattrel,sp-def,40
wattrel,speed,70
kilowattrel,hp,70
kilowattrel,attack,70
kilowattrel,defense,60
kilowattrel,sp-atk,105
kilowattrel,sp-def,60
kilowattrel,speed,125
maschiff,hp,60
maschiff,attack,78
maschiff,defense,60
maschiff,sp-atk,40
maschiff,sp-def,51
maschiff,speed,51
mabosstiff,hp,80
mabosstiff,attack,120
mabosstiff,defense,90
mabosstiff,sp-atk,60
mabosstiff,sp-def,70
mabosstiff,speed,85
shroodle,hp,40
shroodle,attack,65
shroodle,defense,35
shroodle,sp-atk,40
shroodle,sp-def,35
shroodle,speed,75
grafaiai,hp,63
grafaiai,attack,95
grafaiai,defense,65
grafaiai,sp-atk,80
grafaiai,sp-def,72
grafaiai,speed,110
bramblin,hp,40
bramblin,attack,65
bramblin,defense,30
bramblin,sp-atk,45
bramblin,sp-def,35
bramblin,speed,60
brambleghast,hp,55
brambleghast,attack,115
brambleghast,defense,70
brambleghast,sp-atk,80
brambleghast,sp-def,70
brambleghast,speed,90
toedscool,hp,40
toedscool,attack,40
toedscool,defense,35
toedscool,sp-atk,50
toedscool,sp-def,100
toedscool,speed,70
toedscruel,hp,80
toedscruel,attack,70
toedscruel,defense,65
toedscruel,sp-atk,80
toedscruel,sp-def,120
toedscruel,speed,100
klawf,hp,70
klawf,attack,100
klawf,defense,115
klawf,sp-atk,35
klawf,sp-def,55
klawf,speed,75
capsakid,hp,50
capsakid,attack,62
capsakid,defense,40
capsakid,sp-atk,62
capsakid,sp-def,40
capsakid,speed,50
scovillain,hp,65
scovillain,attack,108
scovillain,defense,65
scovillain,sp-atk,108
scovillain,sp-def,65
scovillain,speed,75
rellor,hp,41
rellor,attack,50
rellor,defense,60
rellor,sp-atk,31
rellor,sp-def,58
rellor,speed,30
rabsca,hp,75
rabsca,attack,50
rabsca,defense,85
rabsca,sp-atk,115
rabsca,sp-def,100
rabsca,speed,45
flittle,hp,30
flittle,attack,35
flittle,defense,30
flittle,sp-atk,55
flittle,sp-def,30
flittle,speed,75
espathra,hp,95
espathra,attack,60
espathra,defense,60
espathra,sp-atk,101
espathra,sp-def,60
espathra,speed,105
tinkatink,hp,50
tinkatink,attack,45
tinkatink,defense,45
tinkatink,sp-atk,35
tinkatink,sp-def,64
tinkatink,speed,58
tinkatuff,hp,65
tinkatuff,attack,55
tinkatuff,defense,55
tinkatuff,sp-atk,45
tinkatuff,sp-def,82
tinkatuff,speed,78
tinkaton,hp,85
tinkaton,attack,75
tinkaton,defense,77
tinkaton,sp-atk,70
tinkaton,sp-def,105
tinkaton,speed,94
wiglett,hp,10
wiglett,attack,55
wiglett,defense,25
wiglett,sp-atk,35
wiglett,sp-def,25
wiglett,speed,95
wugtrio,hp,35
wugtrio,attack,100
wugtrio,defense,50
wugtrio,sp-atk,50
wugtrio,sp-def,70
wugtrio,speed,120
bombirdier,hp,70
bombirdier,attack,103
bombirdier,defense,85
bombirdier,sp-atk,60
bombirdier,sp-def,85
bombirdier,speed,82
finizen,hp,70
finizen,attack,45
finizen,defense,40
finizen,sp-atk,45
finizen,sp-def,40
finizen,speed,75
palafin-zero-form,hp,100
palafin-zero-form,attack,70
palafin-zero-form,defense,72
palafin-zero-form,sp-atk,53
palafin-zero-form,sp-def,62
palafin-zero-form,speed,100
palafin-hero-form,hp,100
palafin-hero-form,attack,160
palafin-hero-form,defense,97
palafin-hero-form,sp-atk,106
palafin-hero-form,sp-def,87
palafin-hero-form,speed,100
varoom,hp,45
varoom,attack,70
varoom,defense,63
varoom,sp-atk,30
varoom,sp-def,45
varoom,speed,47
revavroom,hp,80
revavroom,attack,119
revavroom,defense,90
revavroom,sp-atk,54
revavroom,sp-def,67
revavroom,speed,90
cyclizar,hp,70
cyclizar,attack,95
cyclizar,defense,65
cyclizar,sp-atk,85
cyclizar,sp-def,65
cyclizar,speed,121
orthworm,hp,70
orthworm,attack,85
orthworm,defense,145
orthworm,sp-atk,60
orthworm,sp-def,55
orthworm,speed,65
glimmet,hp,48
glimmet,attack,35
glimmet,defense,42
glimmet,sp-atk,105
glimmet,sp-def,60
glimmet,speed,60
glimmora,hp,83
glimmora,attack,55
glimmora,defense,90
glimmora,sp-atk,130
glimmora,sp-def,81
glimmora,speed,86
greavard,hp,50
greavard,attack,61
greavard,defense,60
greavard,sp-atk,30
greavard,sp-def,55
greavard,speed,34
houndstone,hp,72
houndstone,attack,101
houndstone,defense,100
houndstone,sp-atk,50
houndstone,sp-def,97
houndstone,speed,68
flamigo,hp,82
flamigo,attack,115
flamigo,defense,74
flamigo,sp-atk,75
flamigo,sp-def,64
flamigo,speed,90
cetoddle,hp,108
cetoddle,attack,68
cetoddle,defense,45
cetoddle,sp-atk,30
cetoddle,sp-def,40
cetoddle,speed,43
cetitan,hp,170
cetitan,attack,113
cetitan,defense,65
cetitan,sp-atk,45
cetitan,sp-def,55
cetitan,speed,73
veluza,hp,90
veluza,attack,102
veluza,defense,73
veluza,sp-atk,78
veluza,sp-def,65
veluza,speed,70
dondozo,hp,150
dondozo,attack,100
dondozo,defense,115
dondozo,sp-atk,65
dondozo,sp-def,65
dondozo,speed,35
tatsugiri-curly-form,hp,68
tatsugiri-curly-form,attack,50
tatsugiri-curly-form,defense,60
tatsugiri-curly-form,sp-atk,120
tatsugiri-curly-form,sp-def,95
tatsugiri-curly-form,speed,82
tatsugiri-droopy-form,hp,68
tatsugiri-droopy-form,attack,50
tatsugiri-droopy-form,defense,60
tatsugiri-droopy-form,sp-atk,120
tatsugiri-droopy-form,sp-def,95
tatsugiri-droopy-form,speed,82
tatsugiri-stretchy-form,hp,68
tatsugiri-stretchy-form,attack,50
tatsugiri-stretchy-form,defense,60
tatsugiri-stretchy-form,sp-atk,120
tatsugiri-stretchy-form,sp-def,95
tatsugiri-stretchy-form,speed,82
annihilape,hp,110
annihilape,attack,115
annihilape,defense,80
annihilape,sp-atk,50
annihilape,sp-def,90
annihilape,speed,90
clodsire,hp,130
clodsire,attack,75
clodsire,defense,60
clodsire,sp-atk,45
clodsire,sp-def,100
clodsire,speed,20
farigiraf,hp,120
farigiraf,attack,90
farigiraf,defense,70
farigiraf,sp-atk,110
farigiraf,sp-def,70
farigiraf,speed,60
dudunsparce-two-segment-form,hp,125
dudunsparce-two-segment-form,attack,100
dudunsparce-two-segment-form,defense,80
dudunsparce-two-segment-form,sp-atk,85
dudunsparce-two-segment-form,sp-def,75
dudunsparce-two-segment-form,speed,55
dudunsparce-three-segment-form,hp,125
dudunsparce-three-segment-form,attack,100
dudunsparce-three-segment-form,defense,80
dudunsparce-three-segment-form,sp-atk,85
dudunsparce-three-segment-form,sp-def,75
dudunsparce-three-segment-form,speed,55
kingambit,hp,100
kingambit,attack,135
kingambit,defense,120
kingambit,sp-atk,60
kingambit,sp-def,85
kingambit,speed,50
great-tusk,hp,115
great-tusk,attack,131
great-tusk,defense,131
great-tusk,sp-atk,53
great-tusk,sp-def,53
great-tusk,speed,87
scream-tail,hp,115
scream-tail,attack,65
scream-tail,defense,99
scream-tail,sp-atk,65
scream-tail,sp-def,115
scream-tail,speed,111
brute-bonnet,hp,111
brute-bonnet,attack,127
brute-bonnet,defense,99
brute-bonnet,sp-atk,79
brute-bonnet,sp-def,99
brute-bonnet,speed,55
flutter-mane,hp,55
flutter-mane,attack,55
flutter-mane,defense,55
flutter-mane,sp-atk,135
flutter-mane,sp-def,135
flutter-mane,speed,135
slither-wing,hp,85
slither-wing,attack,135
slither-wing,defense,79
slither-wing,sp-atk,85
slither-wing,sp-def,105
slither-wing,speed,81
sandy-shocks,hp,85
sandy-shocks,attack,81
sandy-shocks,defense,97
sandy-shocks,sp-atk,121
sandy-shocks,sp-def,85
sandy-shocks,speed,101
iron-treads,hp,90
iron-treads,attack,112
iron-treads,defense,120
iron-treads,sp-atk,72
iron-treads,sp-def,70
iron-treads,speed,106
iron-bundle,hp,56
iron-bundle,attack,80
iron-bundle,defense,114
iron-bundle,sp-atk,124
iron-bundle,sp-def,60
iron-bundle,speed,136
iron-hands,hp,154
iron-hands,attack,140
iron-hands,defense,108
iron-hands,sp-atk,50
iron-hands,sp-def,68
iron-hands,speed,50
iron-jugulis,hp,94
iron-jugulis,attack,80
iron-jugulis,defense,86
iron-jugulis,sp-atk,122
iron-jugulis,sp-def,80
iron-jugulis,speed,108
iron-moth,hp,80
iron-moth,attack,70
iron-moth,defense,60
iron-moth,sp-atk,140
iron-moth,sp-def,110
iron-moth,speed,110
iron-thorns,hp,100
iron-thorns,attack,134
iron-thorns,defense,110
iron-thorns,sp-atk,70
iron-thorns,sp-def,84
iron-thorns,speed,72
frigibax,hp,65
frigibax,attack,75
frigibax,defense,45
frigibax,sp-atk,35
frigibax,sp-def,45
frigibax,speed,55
arctibax,hp,90
arctibax,attack,95
arctibax,defense,66
arctibax,sp-atk,45
arctibax,sp-def,65
arctibax,speed,62
baxcalibur,hp,115
baxcalibur,attack,145
baxcalibur,defense,92
baxcalibur,sp-atk,75
baxcalibur,sp-def,86
baxcalibur,speed,87
gimmighoul-chest-form,hp,45
gimmighoul-chest-form,attack,30
gimmighoul-chest-form,defense,70
gimmighoul-chest-form,sp-atk,75
gimmighoul-chest-form,sp-def,70
gimmighoul-chest-form,speed,10
gimmighoul-roaming-form,hp,45
gimmighoul-roaming-form,attack,30
gimmighoul-roaming-form,defense,25
gimmighoul-roaming-form,sp-atk,75
gimmighoul-roaming-form,sp-def,45
gimmighoul-roaming-form,speed,80
gholdengo,hp,87
gholdengo,attack,60
gholdengo,defense,95
gholdengo,sp-atk,133
gholdengo,sp-def,91
gholdengo,speed,84
wo-chien,hp,85
wo-chien,attack,85
wo-chien,defense,100
wo-chien,sp-atk,95
wo-chien,sp-def,135
wo-chien,speed,70
chien-pao,hp,80
chien-pao,attack,120
chien-pao,defense,80
chien-pao,sp-atk,90
chien-pao,sp-def,65
chien-pao,speed,135
ting-lu,hp,155
ting-lu,attack,110
ting-lu,defense,125
ting-lu,sp-atk,55
ting-lu,sp-def,80
ting-lu,speed,45
chi-yu,hp,55
chi-yu,attack,80
chi-yu,defense,80
chi-yu,sp-atk,135
chi-yu,sp-def,120
chi-yu,speed,100
roaring-moon,hp,105
roaring-moon,attack,139
roaring-moon,defense,71
roaring-moon,sp-atk,55
roaring-moon,sp-def,101
roaring-moon,speed,119
iron-valiant,hp,74
iron-valiant,attack,130
iron-valiant,defense,90
iron-valiant,sp-atk,120
iron-valiant,sp-def,60
iron-valiant,speed,116
koraidon-apex-build,hp,100
koraidon-apex-build,attack,135
koraidon-apex-build,defense,115
koraidon-apex-build,sp-atk,85
koraidon-apex-build,sp-def,100
koraidon-apex-build,speed,135
koraidon-limited-build,hp,100
koraidon-limited-build,attack,135
koraidon-limited-build,defense,115
koraidon-limited-build,sp-atk,85
koraidon-limited-build,sp-def,100
koraidon-limited-build,speed,135
koraidon-sprinting-build,hp,100
koraidon-sprinting-build,attack,135
koraidon-sprinting-build,defense,115
koraidon-sprinting-build,sp-atk,85
koraidon-sprinting-build,sp-def,100
koraidon-sprinting-build,speed,135
koraidon-swimming-build,hp,100
koraidon-swimming-build,attack,135
koraidon-swimming-build,defense,115
koraidon-swimming-build,sp-atk,85
koraidon-swimming-build,sp-def,100
koraidon-swimming-build,speed,135
koraidon-gliding-build,hp,100
koraidon-gliding-build,attack,135
koraidon-gliding-build,defense,115
koraidon-gliding-build,sp-atk,85
koraidon-gliding-build,sp-def,100
koraidon-gliding-build,speed,135
miraidon-ultimate-mode,hp,100
miraidon-ultimate-mode,attack,85
miraidon-ultimate-mode,defense,100
miraidon-ultimate-mode,sp-atk,135
miraidon-ultimate-mode,sp-def,115
miraidon-ultimate-mode,speed,135
miraidon-low-power-mode,hp,100
miraidon-low-power-mode,attack,85
miraidon-low-power-mode,defense,100
miraidon-low-power-mode,sp-atk,135
miraidon-low-power-mode,sp-def,115
miraidon-low-power-mode,speed,135
miraidon-drive-mode,hp,100
miraidon-drive-mode,attack,85
miraidon-drive-mode,defense,100
miraidon-drive-mode,sp-atk,135
miraidon-drive-mode,sp-def,115
miraidon-drive-mode,speed,135
miraidon-aquatic-mode,hp,100
miraidon-aquatic-mode,attack,85
miraidon-aquatic-mode,defense,100
miraidon-aquatic-mode,sp-atk,135
miraidon-aquatic-mode,sp-def,115
miraidon-aquatic-mode,speed,135
miraidon-glide-mode,hp,100
miraidon-glide-mode,attack,85
miraidon-glide-mode,defense,100
miraidon-glide-mode,sp-atk,135
miraidon-glide-mode,sp-def,115
miraidon-glide-mode,speed,135
walking-wake,hp,99
walking-wake,attack,83
walking-wake,defense,91
walking-wake,sp-atk,125
walking-wake,sp-def,83
walking-wake,speed,109
iron-leaves,hp,90
iron-leaves,attack,130
iron-leaves,defense,88
iron-leaves,sp-atk,70
iron-leaves,sp-def,108
iron-leaves,speed,104
dipplin,hp,80
dipplin,attack,80
dipplin,defense,110
dipplin,sp-atk,95
dipplin,sp-def,80
dipplin,speed,40
poltchageist-counterfeit-form,hp,40
poltchageist-counterfeit-form,attack,45
poltchageist-counterfeit-form,defense,45
poltchageist-counterfeit-form,sp-atk,74
poltchageist-counterfeit-form,sp-def,54
poltchageist-counterfeit-form,speed,50
poltchageist-artisan-form,hp,40
poltchageist-artisan-form,attack,45
poltchageist-artisan-form,defense,45
poltchageist-artisan-form,sp-atk,74
poltchageist-artisan-form,sp-def,54
poltchageist-artisan-form,speed,50
sinistcha-unremarkable-form,hp,71
sinistcha-unremarkable-form,attack,60
sinistcha-unremarkable-form,defense,106
sinistcha-unremarkable-form,sp-atk,121
sinistcha-unremarkable-form,sp-def,80
sinistcha-unremarkable-form,speed,70
sinistcha-masterpiece-form,hp,71
sinistcha-masterpiece-form,attack,60
sinistcha-masterpiece-form,defense,106
sinistcha-masterpiece-form,sp-atk,121
sinistcha-masterpiece-form,sp-def,80
sinistcha-masterpiece-form,speed,70
okidogi,hp,88
okidogi,attack,128
okidogi,defense,115
okidogi,sp-atk,58
okidogi,sp-def,86
okidogi,speed,80
munkidori,hp,88
munkidori,attack,75
munkidori,defense,66
munkidori,sp-atk,130
munkidori,sp-def,90
munkidori,speed,106
fezandipiti,hp,88
fezandipiti,attack,91
fezandipiti,defense,82
fezandipiti,sp-atk,70
fezandipiti,sp-def,125
fezandipiti,speed,99
ogerpon-teal-mask,hp,80
ogerpon-teal-mask,attack,120
ogerpon-teal-mask,defense,84
ogerpon-teal-mask,sp-atk,60
ogerpon-teal-mask,sp-def,96
ogerpon-teal-mask,speed,110
ogerpon-wellspring-mask,hp,80
ogerpon-wellspring-mask,attack,120
ogerpon-wellspring-mask,defense,84
ogerpon-wellspring-mask,sp-atk,60
ogerpon-wellspring-mask,sp-def,96
ogerpon-wellspring-mask,speed,110
ogerpon-hearthflame-mask,hp,80
ogerpon-hearthflame-mask,attack,120
ogerpon-hearthflame-mask,defense,84
ogerpon-hearthflame-mask,sp-atk,60
ogerpon-hearthflame-mask,sp-def,96
ogerpon-hearthflame-mask,speed,110
ogerpon-cornerstone-mask,hp,80
ogerpon-cornerstone-mask,attack,120
ogerpon-cornerstone-mask,defense,84
ogerpon-cornerstone-mask,sp-atk,60
ogerpon-cornerstone-mask,sp-def,96
ogerpon-cornerstone-mask,speed,110
ogerpon-teal-mask-tera,hp,80
ogerpon-teal-mask-tera,attack,120
ogerpon-teal-mask-tera,defense,84
ogerpon-teal-mask-tera,sp-atk,60
ogerpon-teal-mask-tera,sp-def,96
ogerpon-teal-mask-tera,speed,110
ogerpon-wellspring-mask-tera,hp,80
ogerpon-wellspring-mask-tera,attack,120
ogerpon-wellspring-mask-tera,defense,84
ogerpon-wellspring-mask-tera,sp-atk,60
ogerpon-wellspring-mask-tera,sp-def,96
ogerpon-wellspring-mask-tera,speed,110
ogerpon-hearthflame-mask-tera,hp,80
ogerpon-hearthflame-mask-tera,attack,120
ogerpon-hearthflame-mask-tera,defense,84
ogerpon-hearthflame-mask-tera,sp-atk,60
ogerpon-hearthflame-mask-tera,sp-def,96
ogerpon-hearthflame-mask-tera,speed,110
ogerpon-cornerstone-mask-tera,hp,80
ogerpon-cornerstone-mask-tera,attack,120
ogerpon-cornerstone-mask-tera,defense,84
ogerpon-cornerstone-mask-tera,sp-atk,60
ogerpon-cornerstone-mask-tera,sp-def,96
ogerpon-cornerstone-mask-tera,speed,110
archaludon,hp,90
archaludon,attack,105
archaludon,defense,130
archaludon,sp-atk,125
archaludon,sp-def,65
archaludon,speed,85
hydrapple,hp,106
hydrapple,attack,80
hydrapple,defense,110
hydrapple,sp-atk,120
hydrapple,sp-def,80
hydrapple,speed,44
gouging-fire,hp,105
gouging-fire,attack,115
gouging-fire,defense,121
gouging-fire,sp-atk,65
gouging-fire,sp-def,93
gouging-fire,speed,91
raging-bolt,hp,125
raging-bolt,attack,73
raging-bolt,defense,91
raging-bolt,sp-atk,137
raging-bolt,sp-def,89
raging-bolt,speed,75
iron-boulder,hp,90
iron-boulder,attack,120
iron-boulder,defense,80
iron-boulder,sp-atk,68
iron-boulder,sp-def,108
iron-boulder,speed,124
iron-crown,hp,90
iron-crown,attack,72
iron-crown,defense,100
iron-crown,sp-atk,122
iron-crown,sp-def,108
iron-crown,speed,98
